
encoding train: 0it [00:00, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
encoding train: 0it [00:03, ?it/s, docs=1, tokens=167]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1421, tokens=279437]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1422, tokens=279669]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1423, tokens=279915]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1424, tokens=280082]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1425, tokens=280289]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1426, tokens=280438]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1427, tokens=280596]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1428, tokens=280731]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1429, tokens=280903]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1430, tokens=281095]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1431, tokens=281357]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1432, tokens=281505]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1433, tokens=281665]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1434, tokens=281826]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1435, tokens=282089]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1436, tokens=282214]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1437, tokens=282446]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1438, tokens=282605]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1439, tokens=282747]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1440, tokens=282929]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1441, tokens=283134]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1442, tokens=283335]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1443, tokens=283491]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1444, tokens=283681]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1445, tokens=283908]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1446, tokens=284079]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1447, tokens=284218]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1448, tokens=284422]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1449, tokens=284668]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1450, tokens=284801]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1451, tokens=284930]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1452, tokens=285147]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1453, tokens=285320]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1454, tokens=285455]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1455, tokens=285677]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1456, tokens=285915]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1457, tokens=286091]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1458, tokens=286283]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1459, tokens=286423]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1460, tokens=286615]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1461, tokens=286780]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1462, tokens=286934]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1463, tokens=287147]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1464, tokens=287348]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1465, tokens=287515]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1466, tokens=287663]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1467, tokens=287824]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1468, tokens=287943]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1469, tokens=288152]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1470, tokens=288349]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1471, tokens=288529]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1472, tokens=288726]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1473, tokens=288993]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1474, tokens=289188]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1475, tokens=289434]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1476, tokens=289664]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1477, tokens=289826]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1478, tokens=290005]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1479, tokens=290221]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1480, tokens=290422]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1481, tokens=290599]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1482, tokens=290782]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1483, tokens=290938]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1484, tokens=291134]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1485, tokens=291300]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1486, tokens=291485]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1487, tokens=291627]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1488, tokens=291903]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1489, tokens=292138]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1490, tokens=292300]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1491, tokens=292463]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1492, tokens=292602]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1493, tokens=292819]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1494, tokens=293030]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1495, tokens=293254]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1496, tokens=293455]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1497, tokens=293651]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1498, tokens=293842]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1499, tokens=293985]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1500, tokens=294236]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1501, tokens=294362]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1502, tokens=294571]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1503, tokens=294739]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1504, tokens=294870]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1505, tokens=295065]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1506, tokens=295221]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1507, tokens=295383]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1508, tokens=295591]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1509, tokens=295784]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1510, tokens=295956]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1511, tokens=296141]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1512, tokens=296357]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1513, tokens=296539]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1514, tokens=296787]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1515, tokens=296980]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1516, tokens=297147]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1517, tokens=297316]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1518, tokens=297567]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1519, tokens=297822]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1520, tokens=298009]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1521, tokens=298239]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1522, tokens=298450]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1523, tokens=298678]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1524, tokens=298865]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1525, tokens=299027]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1526, tokens=299165]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1527, tokens=299372]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1528, tokens=299499]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1529, tokens=3e+5]  
encoding validation: 1394it [00:00, 2867.13it/s, docs=1530, tokens=3e+5]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1531, tokens=3e+5]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1532, tokens=3e+5]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1533, tokens=3e+5]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1534, tokens=300559]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1535, tokens=300762]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1536, tokens=300978]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1537, tokens=301179]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1538, tokens=301368]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1539, tokens=301588]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1540, tokens=301766]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1541, tokens=301972]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1542, tokens=302171]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1543, tokens=302345]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1544, tokens=302436]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1545, tokens=302609]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1546, tokens=302797]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1547, tokens=303030]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1548, tokens=303187]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1549, tokens=303392]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1550, tokens=303598]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1551, tokens=303771]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1552, tokens=303954]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1553, tokens=304148]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1554, tokens=304294]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1555, tokens=304570]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1556, tokens=304799]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1557, tokens=304935]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1558, tokens=305118]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1559, tokens=305282]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1560, tokens=305480]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1561, tokens=305703]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1562, tokens=305878]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1563, tokens=306052]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1564, tokens=306238]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1565, tokens=306375]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1566, tokens=306455]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1567, tokens=306568]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1568, tokens=306713]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1569, tokens=306866]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1570, tokens=306996]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1571, tokens=307162]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1572, tokens=307380]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1573, tokens=307665]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1574, tokens=307869]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1575, tokens=308118]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1576, tokens=308301]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1577, tokens=308451]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1578, tokens=308578]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1579, tokens=308795]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1580, tokens=308949]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1581, tokens=309147]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1582, tokens=309341]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1583, tokens=309578]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1584, tokens=309788]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1585, tokens=309971]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1586, tokens=310154]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1587, tokens=310307]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1588, tokens=310507]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1589, tokens=310733]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1590, tokens=311053]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1591, tokens=311332]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1592, tokens=311682]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1593, tokens=312042]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1594, tokens=312416]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1595, tokens=312961]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1596, tokens=313281]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1597, tokens=313924]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1598, tokens=314197]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1599, tokens=314545]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1600, tokens=314862]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1601, tokens=315286]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1602, tokens=315634]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1603, tokens=316025]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1604, tokens=316805]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1605, tokens=317130]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1606, tokens=317746]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1607, tokens=318122]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1608, tokens=318571]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1609, tokens=319022]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1610, tokens=319326]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1611, tokens=319578]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1612, tokens=319950]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1613, tokens=320584]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1614, tokens=321105]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1615, tokens=321305]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1616, tokens=321702]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1617, tokens=322030]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1618, tokens=322379]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1619, tokens=322765]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1620, tokens=322971]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1621, tokens=323291]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1622, tokens=323610]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1623, tokens=323976]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1624, tokens=324665]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1625, tokens=324864]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1626, tokens=325144]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1627, tokens=325481]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1628, tokens=325901]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1629, tokens=326197]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1630, tokens=327113]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1631, tokens=327478]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1632, tokens=327876]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1633, tokens=328319]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1634, tokens=328723]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1635, tokens=329108]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1636, tokens=329572]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1637, tokens=329805]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1638, tokens=330483]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1639, tokens=330937]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1640, tokens=331122]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1641, tokens=331320]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1642, tokens=331488]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1643, tokens=331678]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1644, tokens=331875]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1645, tokens=332041]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1646, tokens=332244]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1647, tokens=332369]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1648, tokens=332522]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1649, tokens=332700]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1650, tokens=332883]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1651, tokens=333093]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1652, tokens=333284]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1653, tokens=333445]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1654, tokens=333622]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1655, tokens=333836]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1656, tokens=334035]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1657, tokens=334233]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1658, tokens=334437]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1659, tokens=334660]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1660, tokens=334937]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1661, tokens=335165]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1662, tokens=335294]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1663, tokens=335438]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1664, tokens=335670]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1665, tokens=335853]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1666, tokens=335984]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1667, tokens=336116]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1668, tokens=336334]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1669, tokens=336532]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1670, tokens=336628]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1671, tokens=336769]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1672, tokens=336921]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1673, tokens=337051]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1674, tokens=337268]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1675, tokens=337457]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1676, tokens=337714]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1677, tokens=337875]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1678, tokens=338080]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1679, tokens=338315]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1680, tokens=338498]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1681, tokens=338678]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1682, tokens=338870]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1683, tokens=339050]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1684, tokens=339255]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1685, tokens=339485]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1686, tokens=339751]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1687, tokens=339948]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1688, tokens=340119]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1689, tokens=340307]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1690, tokens=340511]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1691, tokens=340752]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1692, tokens=340956]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1693, tokens=341175]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1694, tokens=341371]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1695, tokens=341521]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1696, tokens=341694]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1697, tokens=341911]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1698, tokens=342097]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1699, tokens=342234]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1700, tokens=342422]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1701, tokens=342587]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1702, tokens=342772]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1703, tokens=342977]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1704, tokens=343206]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1705, tokens=343435]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1706, tokens=343568]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1707, tokens=343814]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1708, tokens=343970]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1709, tokens=344177]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1710, tokens=344356]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1711, tokens=344579]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1712, tokens=344700]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1713, tokens=344883]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1714, tokens=345077]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1715, tokens=345239]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1716, tokens=345483]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1717, tokens=345702]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1718, tokens=345896]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1719, tokens=346107]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1720, tokens=346234]
encoding validation: 1394it [00:00, 2867.13it/s, docs=1721, tokens=346432]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1721, tokens=346432]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1722, tokens=346633]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1723, tokens=346818]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1724, tokens=346978]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1725, tokens=347152]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1726, tokens=347325]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1727, tokens=347439]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1728, tokens=347624]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1729, tokens=347767]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1730, tokens=347983]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1731, tokens=348212]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1732, tokens=348373]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1733, tokens=348521]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1734, tokens=348716]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1735, tokens=348899]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1736, tokens=349100]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1737, tokens=349284]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1738, tokens=349487]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1739, tokens=349804]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1740, tokens=350038]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1741, tokens=350283]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1742, tokens=350438]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1743, tokens=350605]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1744, tokens=350818]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1745, tokens=350942]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1746, tokens=351130]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1747, tokens=351338]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1748, tokens=351499]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1749, tokens=351744]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1750, tokens=351919]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1751, tokens=352112]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1752, tokens=352294]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1753, tokens=352460]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1754, tokens=352607]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1755, tokens=352831]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1756, tokens=353019]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1757, tokens=353227]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1758, tokens=353399]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1759, tokens=353600]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1760, tokens=353771]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1761, tokens=353941]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1762, tokens=354141]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1763, tokens=354294]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1764, tokens=354499]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1765, tokens=354743]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1766, tokens=354925]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1767, tokens=355141]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1768, tokens=355383]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1769, tokens=355547]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1770, tokens=355758]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1771, tokens=355975]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1772, tokens=356109]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1773, tokens=356326]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1774, tokens=356577]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1775, tokens=356787]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1776, tokens=356978]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1777, tokens=357170]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1778, tokens=357373]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1779, tokens=357496]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1780, tokens=357667]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1781, tokens=357907]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1782, tokens=358107]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1783, tokens=358297]
encoding validation: 1721it [00:00, 2991.82it/s, docs=1784, tokens=358583]
